Column1,text,score,Very.Pos,Very.Neg,Accurate?,Specific?
1435,"@AskSunTrust Aside from the Braves, you guys are always good to me! #NoHardFeelings",1,0,0,,
1436,@AskSunTrust I've done that twice now. You all are a joke. U have my number call me,-1,0,0,,
1437,@AskSunTrust I would read the chain of tweets. Pretty simple trying to find out where ATM card is,1,0,0,,
1438,@AskSunTrust Not frustrated at the loan officers or reps they were big help. Just took a long time compared to my last 2 home loans with ST.,-1,0,0,,
1439,RT @AskSunTrust: @meajenae Hi- SunTrust here. We saw your tweet and wanted to reach out. What seems to be the issue? ^ES,-1,0,0,,
1440,"RT @AskSunTrust: @notperfectwife We are happy to hear we could exceed your expectations, Mikki. We hope you have a fantastic 2015! ^AD",3,1,0,,
1441,@AskSunTrust but can I get access to draw money from my account using the debit card,0,0,0,,
1442,@AskSunTrust my debit card,0,0,0,,
1443,@AskSunTrust good morning my name is Mauricio Aguilar I have account with you guys I'm at honduras can I get money from any atm here using,1,0,0,,
1444,@AskSunTrust seriously there are three of you working the twitter channel. Seems like more than you have working the phones. absurd 16 mins+,0,0,0,,
1445,"@SunTrust @AskSunTrust The worst customer service experience from the Antioch, TN Branch..closing this acct!! @USAA local branches please!!!",-1,0,0,,
1446,@AskSunTrust I forwarded the Email.,0,0,0,,
1447,Sun Trust screws up again. Wants me to pay for stamp to fix their mistake. #notimpressed @AskSunTrust,0,0,0,,
1448,@AskSunTrust received a letter stating that a card was sent. This is a long time to be without a card as well as an incorrect bank account,0,0,0,,
1449,@AskSunTrust card earlier in the month &amp; I never received the card. I was told that a new card will be sent Monday. Today is Monday &amp; I only,0,0,0,,
1450,@AskSunTrust I was a victim of the Home Depot fraud. The money that was refunded back is incorrect. I was also told that I was sent a new,-1,0,0,,
1451,@AskSunTrust no it's the people you hire who suck,-1,0,0,,
1452,"@AskSunTrust nah , im omw to suntrust now to fix it",0,0,0,,
1453,@AskSunTrust i setup a savings last month but its not showing up on my account,1,0,0,,
1454,"@AskSunTrust I need to do final payroll of the year, but yours is down. What's going on?",0,0,0,,
1455,"@askBBT the ATM still is not working, i sent you a report via email, thanks.",0,0,0,,
1456,"@askBBT With our business check card stolen, we now have no money to carry out our New Year's event.",-1,0,0,,
1457,"Thanks to @askBBT, New Year's Eve is now cancelled for thousands of people. #BadBanking #BankSmall",0,0,0,,
1458,"@askBBT No thanks, I'd rather let everyone know how you guys stole $700 from me",-1,0,0,,
1459,@askBBT http://t.co/LIKAJlsLC4,0,0,0,,
1460,@askBBT pathetic,-1,0,0,,
1461,#TriangleTuesdays HOT #JOB! Digital Channel Sr Product Manager needed at @askBBT More details here: http://t.co/QkOti7lIEz,1,0,0,,
1462,RT @askBBT: Good morning.  We are here until 5 p.m. EST to assist you with your banking needs.  SB,1,0,0,,
1463,"Want to hear customer service stories @askBBT.  Good, bad &amp; ugly. #BBTservice
#bankstories",-1,0,0,,
1464,@askBBT Awful customer service @BBTEasley.  So if I know someone I can get my money faster?  10 day hold = WTF?,0,0,0,,
1465,"@askBBT Must be so easy to steal money when you have ""FDIC Insured"" slapped all around your branches, I'm never trusting any bank again",1,0,0,,
1466,"@askBBT Not only do you have me laid off, but steal $700+ from me as well, real smooth",1,0,0,,
1467,@askBBT It's terrible how you could put someone even further down after losing their job,-2,0,1,,
1468,"@askbbt I'll be removing my money from your account and closing it, you are nothing like Bank Atlantic.  Garbage institution stealing money",-1,0,0,,
1469,@askBBT It's pathetic how you guys think you did nothing wrong when you stole $700 from me due to issues that I had no control over.,-4,0,1,,
1470,"@askBBT You guys are the biggest bunch of crooks I've ever dealt with, and this is coming from a former employee you guys laid off too.",-1,0,0,,
1471,"@askBBT So I lose my job, account gets overdrafted and returned item fees applied and you guys just steal my money when I finally get paid?",-2,0,1,,
1472,@HStaufferLNP @askBBT This change is very frustrating. We switched to @susquehannabank last year and now everything has to change?,-1,0,0,,
1473,Via @tmekeel_lnpnews: @askBBT previously announced plan to keep all @SusquehannaBank branches open could be temporary http://t.co/AsfEBwdzA7,0,0,0,,
1474,@EverBankHelp What is the charge for an incoming wire to my money market from China?,0,0,0,,
1475,@EverBankHelp Is the site down for maintenance?,0,0,0,,
1476,@EverBankHelp Any idea how long the app will be down for maintenance for iOS?,0,0,0,,
1477,@EverBankHelp May I know the requirement for non-US Citizen to set up a US Corporate bank account? We are already a US registered company.,0,0,0,,
1478,@AskRBC Booked a flight thru RBC Rewards that got cancelled. Is there a way to rebook online? I know the phones are closed now...,0,0,0,,
1479,@AskRBC Help kids being #bullied! Stick ur tongue out against #bullying for the #GLABBERchallenge @GlabberApp! http://t.co/6h4b6NR1CJ,-1,0,0,,
1480,RT @AskRBC: @somuchemphasis Thanks for the love! Sounds like you've been getting the 'royal' treatment :-) Enjoy your Sunday! ^SL,3,1,0,,
1481,@AskRBC can RBC clients make investments in the S&amp;P500 index?,0,0,0,,
1482,@AskRBC This is not a good security. When you guys will make two factor auth available to us? Is RSA Token only for business accounts?,2,1,0,,
1483,I'm still trying to figure out why my @RBC_Canada still doesn't have two-factor-auth. Seriously @RBC ? @sean_cooper @Supermathie @AskRBC,0,0,0,,
1484,@AskRBC is was at the westlock Alberta branch today,0,0,0,,
1485,@AskRBC just always line ups there and has been the last 6 months. Even the tellers don't know why it's like that.,1,0,0,,
1486,"RT @AskRBC: @cdyle Hi Cody, is there anything we can help with via Social Media? We're here to try to help in any way we can ^DH",0,0,0,,
1487,"@AskRBC and thanks for Simon, the guy who called me. We resolve all problems together",-1,0,0,,
1488,@AskRBC Are branches open on January 2?,0,0,0,,
1489,@AskRBC thanks!,0,0,0,,
1490,RT @themattyg: 14 spots in the comp #avioner valet parking @YorkdaleStyle and ‚Äúparking full‚Äù sign out. #avionersCantDoThat cc @AskRBC,0,0,0,,
1491,@AskRBC I'm not back in Canada until January 11.,0,0,0,,
1492,Look im a worthless bag of shit &amp; had a autistic meltdown on @AskRBC &amp; they are closing in response @JayTurner901 http://t.co/mdNQphJmUz,-3,0,1,,
1493,@GraffitiBMXCop had a HUGE autistic melt down on @AskRBC for holding my money longer than legally aloud http://t.co/VCC9N0Io3O,0,0,0,,
1494,@AskRBC is online banking down?i can't get in.very strange.,-1,0,0,,
1495,.@AskRBC Tap my image.. or click and you‚Äôll be taken to my profile. It‚Äôs really that simple. You don‚Äôt need to log into my account to see it,0,0,0,,
1496,.@AskRBC Did you just tell me you can‚Äôt look at my profile cause tapping on my name supposedly isn‚Äôt enough? Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç,1,0,0,,
1497,"@AskRBC Fine, don‚Äôt call. I‚Äôll go to sleep. It‚Äôs night time for me.",1,0,0,,
1498,@AskRBC follow so i can some question s through dm,0,0,0,,
1499,@AskRBC sweet :),1,0,0,,
1500,@AskRBC Thx - waiting somewhat patiently....,1,0,0,,
1501,@AskRBC any news on mobile check deposit?  That would make banking easier!,1,0,0,,
1502,"@AskRBC The problem was solved, thank you.",0,0,0,,
1503,Thanks @AskRBC I'll update my preferences.,0,0,0,,
1504,RT @AskRBC: @camt89 Let us help put a stop 2 those unwanted calls. DM ur # &amp; time 2 call or  http://t.co/FMeXAUecJN so we can adjust ur con‚Ä¶,-1,0,0,,
1505,@AskRBC Thanks so much!,0,0,0,,
1506,@AskRBC I have already spoken to the branch and call centre. I have had to evacuate my home and you guys aren't releasing my money to me,0,0,0,,
1507,@AskRBC just want to explore my options that's all,0,0,0,,
1508,"@AskRBC Yes, but i called customer service and they canceled it and i'm going to get a new one tomorrow! Thanks anyways!",0,0,0,,
1509,@AskRBC I'm pretty sure it's been longer.,1,0,0,,
1510,@ScotiabankHelps Considering closing my @Scotiabank account b/c of the Basic Account switch (I showed proof of being a student for this yr),0,0,0,,
1511,@scotiabankhelps Is Scotia OnLine free to use for my credit card?,1,0,0,,
1512,"@ScotiabankHelps Hello, I have an urgent inquiry about my accounts. Please respond asap.",-1,0,0,,
1513,@ScotiabankHelps  I applied online for an account about 5 days ago and haven't heard from anyone or received anything in the mail yet?!!,0,0,0,,
1514,@ScotiabankHelps I have a question: I¬¥m trying to access my account via scotiaonline but with error #AE1053-3. What should I do?,-1,0,0,,
1515,Uh. What? @ScotiabankHelps http://t.co/oHSQMifKcM,0,0,0,,
1516,"@ScotiabankHelps everyone I know with td,CIBC,rbc, and bmo got their GST deposited but scotia customers. Why? Complete fail!",-1,0,0,,
1517,"Why is it the service at @ScotiabankHelps @scotiabank so terrible?! Switched from @TD_Canada to save on fees, certainly saved on service!",-1,0,0,,
1518,@ScotiabankHelps i need to use my VISA credit card. I do not want it to be blocked,0,0,0,,
1519,"@ScotiabankHelps done, I'll test it later. Hopefully this time it will work.",1,0,0,,
1520,"@ScotiabankHelps plus, she keeps on asking my address &amp; told her 3x already",0,0,0,,
1521,@ScotiabankHelps your staff named daniella hang up on me after she said she'll put me on hold to check the appointment,-1,0,0,,
1522,"@ScotiabankHelps I do have one, actually. Thank you for the advice though, and follow! Won't hesitate to DM if I have questions.",1,0,0,,
1523,"@ScotiabankHelps hi, new landed immigrant here. Is there a open branch that i can go tommorrow? I want to open an bank account",0,0,0,,
1524,"@ScotiabankHelps They're asking for Personally Identifiable Information.  I hanged up, and I'm going to add the numbers to my reject list.",-1,0,0,,
1525,@ScotiabankHelps Guess what. I called the 800 number and even they can't do it!,0,0,0,,
1526,"@ScotiabankHelps Hi! Yes, Bridget was super helpful.  Thank you very much",3,1,0,,
1527,Just got through and it was handled. @ScotiabankHelps It would be good to share an estimated wait time in your auto messages on the phone.,1,0,0,,
1528,"""We apologize for the delay &amp; thank you for your patience"" Automation message every 30 seconds...   @ScotiabankHelps  On Hold for too long",1,0,0,,
1529,"@ScotiabankHelps what is the banks routing number that I should give someone, for when receiving money from the Uk",0,0,0,,
1530,@ScotiabankHelps How long does it typically take for a credit card to be approved? I ordered mine over a month ago.,0,0,0,,
1531,"@ScotiabankHelps Just had a great phone call with Customer Service Rep Karen!! Send her a big thank you, she rocks!",2,1,0,,
1532,Had two ends of the customer service spectrum today. Thanks @ScotiabankHelps for being so awesome. :),1,0,0,,
1533,@ScotiabankHelps Bank on line service not great. Can't open saving account. Can't set an alarm. What!!!,0,0,0,,
1534,"@ScotiabankHelps Hey Everyone, want to be part of a bank that doesn't give a rat's aSS, pick this ONE. #TimeToMoveMyMoney",0,0,0,,
1535,@ScotiabankHelps I was wondering if sometime in the future the scotia bank app will be able to take a picture of a cheque and deposit it.,0,0,0,,
1536,@ScotiabankHelps HELP please ??????,0,0,0,,
1537,Day 13 still no response from @scotiabank or @ScotiabankHelps. Seems profits are the only priority at the bank. DM me #scotiabankdoesnothelp,0,0,0,,
1538,@ScotiabankHelps It was the branch in Min to nb it was a lady short dirty blond hair red top.I didn't get her name,-1,0,0,,
1539,@ScotiabankHelps thank you FiA.,1,0,0,,
1540,@ScotiabankHelps @danaveran just retagging you because they added a W on your name,0,0,0,,
1541,@ScotiabankHelps I goofed up a transaction at the bank this morning and need hellllp,0,0,0,,
1542,@ScotiabankHelps I tried on differents machines and all they say invalid card  what I can do??,-1,0,0,,
1543,"@ScotiabankHelps @troyzaff_17 Mobile app won't work for me or my boyfriend either. Stays at ""Please wait.""",1,0,0,,
1544,@ScotiabankHelps hi can u let me know the banks that u had conveniens at Mexico to can get money at machines please Thx,0,0,0,,
1545,@ScotiabankHelps I have a quick question about changing my card to a debit visa.,0,0,0,,
1546,"@ScotiabankHelps bank hours Wed Dec 31, 2014 Uxbridge Ontario",0,0,0,,
1547,"@ScotiabankHelps nope, i just go to the presidents office, everybody else is ineffective",-1,0,0,,
1548,"@krystleloveb @ScotiabankHelps @scotiabank has a history of tweeting with, but not helping clients. DM for more info #scotiabankdoesnothelp",1,0,0,,
1549,"@ScotiabankHelps @lenandsons It is extremely rare it will be ""passed along"". Let me know. #scotiabankdoesnothelp",0,0,0,,
1550,@ScotiabankHelps @BRITTANYEVANSS Looks like @scotiabank is mistreating customers all over this great nation. #scotiabankdoesnothelp,2,1,0,,
1551,@ScotiabankHelps @MrNathenScott @scotiabank is still taking advantage of its clients for profits. This needs to stop #scotiabankdoesnothelp,1,0,0,,
1552,@ScotiabankHelps Scotia Txs for being the only one to reply question is when is free banking ala Europe arriving in Canada?,1,0,0,,
1553,"@ScotiabankHelps Hi,
Can you verify a transaction number? I am worried that is fake.
TRANSACTION NUMBER :SW3100571978KMS",-1,0,0,,
1554,@ScotiabankHelps well I guess being a customer for 10 years ongoing means something. I am extremely reasonable but customers are #1.,2,1,0,,
1555,@ScotiabankHelps I want to open up an RRSP and receive financial advising; forgot which branch I'm w/. Can I go to any branch and book appt?,0,0,0,,
1556,@ScotiabankHelps DMd thx,0,0,0,,
1557,@ScotiabankHelps pt 4: only for them to say they will call me back &amp; it's been 2 hours. I have a student loan coming in soon. What a joke,-1,0,0,,
1558,"@ScotiabankHelps pt 3: couldn't help me, they said it has to be fixed at the branch. Called branch about 7 times until I finally got through",0,0,0,,
1559,"@ScotiabankHelps pt 2: my student acct isn't even opened correctly. I can't do any deposits. I called your contact centre 5 times, they",1,0,0,,
1560,"@ScotiabankHelps pt 1: not sure why I decided to open a student acct with you. Took me forever to book an appt &amp; for a callback, and now",0,0,0,,
1561,RT @ScotiabankHelps: @SwarleyPilgrim¬†Hope you enjoy the new card! Let us know if you ever need anything. ^HP,1,0,0,,
1562,@ScotiabankHelps waited 27 mins to talk to someone and they hung up on me. Nice. Ì†ΩÌ∏°,0,0,0,,
1563,Really @ScotiabankHelps ?? Been on hold for 26 mins and still holding. Great help... #annoyed,0,0,0,,
1564,@ScotiabankHelps DM sent!,0,0,0,,
1565,@ScotiabankHelps I have done so and I'm really interested in hearing how you rationalize this really rude behaviour!,-1,0,0,,
1566,"@ScotiabankHelps how is help in your name? Spent an hour on the phone trying to talk to a person, not a computer..",0,0,0,,
1567,is @ScotiabankHelps going to be Ô£øPay friendly in 2015?,1,0,0,,
1568,Over 10 minutes on hold just to book an appt?! This is ridiculous @ScotiabankHelps http://t.co/R9BNTm0k1Z,-1,0,0,,
1569,I hate putting my money in banks for this very reason. @ScotiabankHelps release MY money smh,-1,0,0,,
1570,@ScotiabankHelps how does one go about speaking to a human at ones own branch? because i've spent 30 minutes navigating your phone system,0,0,0,,
1571,"@ScotiabankHelps Hello, I have a question. Please respond when available. Thanks.",1,0,0,,
1572,@ScotiabankHelps  Friday Dec 26th  it says completed,0,0,0,,
1573,@ScotiabankHelps  That is confusing because my pay sometimes is deposited on Sunday for Monday so I thought for sure my other money would be,-1,0,0,,
1574,"@ScotiabankHelps I was advised at the bank it was 12, and also told at a competitor bank there is no minimum age. confused and misinformed",-2,0,1,,
1575,"@ScotiabankHelps  I did a Paypal deposit, it said completed on Saturday.. I checked  just now and it isn't in is this because of the holiday",0,0,0,,
1576,@ScotiabankHelps k.. Just did,0,0,0,,
1577,"@ScotiabankHelps Thanks for the response, though.",0,0,0,,
1578,@ScotiabankHelps No worries. I got through with a different browser.,-1,0,0,,
1579,"@ScotiabankHelps hi RH...yes, i'm still having problems. after entering my passphrase for my Securoty Question, it says it has timed out",-1,0,0,,
1580,@ScotiabankHelps Gmorning!! I live and work in Greece.Can I open online a bank account in Scotiabank? I was born in Canada.,1,0,0,,
1581,@ScotiabankHelps No I wasn't .. you didn't reply in time.,0,0,0,,
1582,@ScotiabankHelps I have no idea what you mean...,0,0,0,,
1583,"@ScotiabankHelps yes, I do need help. Please follow and DM me? Thank you",1,0,0,,
1584,@ScotiabankHelps done!,0,0,0,,
1585,@ScotiabankHelps Not sure if you can help or need to go to bank but I can't transfer money to sons account and he can't debit with his card,0,0,0,,
1586,@ScotiabankHelps Are you guys awake and working yet?,0,0,0,,
1587,"@ScotiabankHelps need help. @EtihadAirways lost my bags from Toronto to Lahore. Been 3 days,does my Scotia gold passport cover me? #help",0,0,0,,
1588,@winesgood @bofa @BofA_Help BofA has found themselves in the middle of a transaction gone bad (fraud IMHO) and they're t,-2,0,1,,
1589,Thank you! RT @sayhitobarb @askciti You guys are quick! Restarting browser helped.  Love this Twitter-service btw  #yourock #happyholidays,3,1,0,,
1590,@askciti You guys are quick! Restarting browser helped.  Love this Twitter-service btw  #yourock #happyholidays,2,1,0,,
1591,@AskCiti,0,0,0,,
1592,@AskCiti he controls his fathers account as his father is in a hospice.,0,0,0,,
1593,"@AskCiti I'm sending you his sons information, so please contact him.",0,0,0,,
1594,RT @AskCiti: @dominicannmami I'm terribly sorry 4 the experience you've had. I'd like to try &amp; assist you with any acct issue. Pls let me k‚Ä¶,-2,0,1,,
1595,@WINDmobile @TMobileHelp @TMobile @AskCiti @ChaseSupport @YahooCare @CoxHelp @bankofamarica@stevendsouza@fordcanadaservice please follow me,0,0,0,,
1596,RT @avg8: Sunday Shout Out for @AskCiti service. Thank you for everything.,1,0,0,,
1597,@AskCiti your customer service dept should've helped. I'll pay the absurd amount and never use Citibank again,0,0,0,,
1598,@AskCiti Thought you were closed on Sundays...,0,0,0,,
1599,@AskCiti I have been charged service tax on my credit card bill. May I know what it is for ? My mobile number is 9833745644.,0,0,0,,
1600,"@AskCiti - Virtual Account Numbers web client not working - ""Error Allocating Virtual Account Number due to error creating xref"".",-2,0,1,,
1601,Thanking @AskCiti for being very professionals and for taking the time to assist me via twitter. Greetings!,0,0,0,,
1602,"@AskCiti did not get any assistance by phone in order to get my username via email. Will DM you right away, thanks in advance.",1,0,0,,
1603,"@AskCiti Appreciate the message, but I revised it after I included you in it. I resolved the issue with @Citibank a week or so ago. Thanks!",0,0,0,,
1604,@AskCiti it is a colombian account,0,0,0,,
1605,@AskCiti CITI WOULD RATHER I COMMIT SUCIDE THEN PAYOFF THE ACCOUNT THEY ARE SUPPOSE TO UNDER THE PROTECTION PLAN I PAID FOR,1,0,0,,
1606,@AskCiti WHO DO I NEED TO SUE FIRST,-1,0,0,,
1607,@AskCiti now you assholes want to say it started july 13 so you don't have to pay off my account do to my disability,0,0,0,,
1608,"@AskCiti I have proof my coverage started july 12, 2012",0,0,0,,
1609,@AskCiti why are you guys lying about my coverage under payment safegaurd....,-1,0,0,,
1610,@AskCiti my card is not working for withdrawals and both th Int and Mobile show my balance as 0,0,0,0,,
1611,@AskCiti just sent a dm tnx,0,0,0,,
1612,RT @emmanuelheifa: @MelissaLeeCNBC @JackieDeAngelis VKON‚Ñ¢ Ratings (56) @AskCiti; 50M+ Viewers via @carmenelectra &amp; @CarlosMBorbon Job:https‚Ä¶,0,0,0,,
1613,@MelissaLeeCNBC @JackieDeAngelis VKON‚Ñ¢ Ratings (56) @AskCiti; 50M+ Viewers via @carmenelectra &amp; @CarlosMBorbon Job:https://t.co/QRPNzxdMj0,0,0,0,,
1614,@AskCiti Are they open today?,0,0,0,,
1615,@AskCiti I just recently applied for Citi Diamond Preferred. Can I get a reconsideration for my app?,0,0,0,,
1616,"@AskCiti   but can`t get access to my online account?
what, calls are also unaccessable... could u please give me official e-mail of tto",0,0,0,,
1617,"@AskCiti  hallo, I am your customer from USA.Now, i m in Uzbekistan. Wanted to make  transfer freom my savings to credit account within Cit",1,0,0,,
1618,"@AskCiti Is the Citibank Swift code you provided via NY routing number,the correct Swift code to wire funds to my San Francisco Citibk acct?",3,1,0,,
1619,@AskCiti Will this Swift code via NY work for my Citibank account opened in San Francisco branch? Thanks.,2,1,0,,
1620,@AskCiti @slimmerPQ,0,0,0,,
1621,@AskCiti ok,0,0,0,,
1622,"@AskCiti I wish your Customer Rep was as pleasant as you are on Twitter!
Have a Joyous Holiday as well. Almost got to 20 Years Card Holder!",3,1,0,,
1623,"@AskCiti 
Web site down, and your customer rep seemed flustered when asked her to help me reinstate my payment details. I'm choosing CHASE",0,0,0,,
1624,@Citi @AskCiti I have written an email to CitiBank US about my problems at customer(dot)help[at]citi(dot)com. Kindly see and acknowledge.,0,0,0,,
1625,@AskCiti the only thing that they do is that on their own they write(without even giving me a call) that I have only an HR letter.,0,0,0,,
1626,@AskCiti extremely disheartened by the customer service of CitiBank India. I have been repeatedly calling them up to collect documents.,0,0,0,,
1627,@AskCiti 560/- were deducted from my account as service charge. What kind of service charge is it ??,0,0,0,,
1628,@AskCiti I was emailed on an issue with my account. I have no citi account. Is there a way to make sure you don't have one in my name?,-1,0,0,,
1629,@AskCiti Thank you for your concern.  We just paid off our Citibank MasterCard online and will not be using it again. Not our 1st issue.,-1,0,0,,
1630,@AskCiti I can't seem to dm you because I don't think you're following me. Have info ready.  Thanks for responding.,1,0,0,,
1631,@AskCiti not a problem,-1,0,0,,
1632,@AskCiti ok call now or soon,0,0,0,,
1633,Thank you @AskCiti for responding to my tweet in such a professional way and fixing my account before my overseas travels!,1,0,0,,
1634,@AskCiti thank you,1,0,0,,
1635,"@askciti Hey guys - why is it so hard to login to your site? Half the time the button does nothing, or is greyed out http://t.co/hKlTQ01NDs",-1,0,0,,
1636,@AskCiti What is the most effective way to provide feedback on Citi Price Rewind? I find it unnecessarily cumbersome to use.,0,0,0,,
1637,"@AskCiti I have an Aadvantage Gold Master Card.  Tel. 510-236-6454: call in the next two hours.  What does ""DM"" mean???",2,1,0,,
1638,@AskCiti is this legit? I don't have an account and I'm not Barbara but keep getting emails that look similar http://t.co/AdHtai0htC,0,0,0,,
1639,@AskCiti I tried the email you gave me and it does not work.,1,0,0,,
1640,"@AskCiti Is there another way to find out?  I'm not a fan of Twitter, especially since you are not responding.",0,0,0,,
1641,@AskCiti Did you receive my November payment yet?  I mailed it on Dec. 17th and I see you are now billing me with penalties for non-payment.,0,0,0,,
1642,@AskCiti  - Ok for a family member to sign a credit card slip for you? Our sons always would have our permission. Thanks.,0,0,0,,
1643,@AskCiti can I get a call about changing Diamond Preferred to a World MasterCard?,0,0,0,,
1644,RT @emmanuelheifa: @JackieDeAngelis VKON‚Ñ¢ Ratings (55) @AskCiti; 350M Viewers via Corrupt US Military-Police v Russia-China-Brazil-India:ht‚Ä¶,-1,0,0,,
1645,@JackieDeAngelis VKON‚Ñ¢ Ratings (55) @AskCiti; 350M Viewers via Corrupt US Military-Police v Russia-China-Brazil-India:http://t.co/kqb2UTVhg7,-1,0,0,,
1646,@AskCiti Thank you. Just did. Looking forward to your help.,1,0,0,,
1647,@AskCiti having a lot of trouble with your automated service in setting up my PIN number! Please help. Traveling and need it.,-1,0,0,,
1648,@askciti I allow all of those plus *.citi.com too,0,0,0,,
1649,"@AskCiti no I got it now but I was mad bc it took foreverrrrrrrrr, thanks lol",-1,0,0,,
1650,"@AskCiti, which of these blocked 3rd-party cookies is required so I can log into your site? #security http://t.co/LygRG3GHR1",0,0,0,,
1651,@AskCiti thank you so much!,1,0,0,,
1652,"@AskCiti whatever you can tell me doens matter, if citibank doesnt respond for my money",0,0,0,,
1653,"@AskCiti NO, yo told me last tuesday that you gonna callme the next 48 hours and nothing",0,0,0,,
1654,@AskCiti why can't I add another payment account through the app?,0,0,0,,
1655,"@AskCiti its bullshit, the citibank in Colombia lost my money between accounts. WHERE IS MY MONEY??",-2,0,1,,
1656,@AskCiti Can't direct message you unless you are following me. I have followed you. Send me a DM.,0,0,0,,
1657,@AskCiti when are the homeless going to be removed from the ATM at night from 240 North ave New Rochelle branch,0,0,0,,
1658,@AskCiti We received the email with the error. Can you please email the letter showing the code? ^YC,-1,0,0,,
1659,@AskCiti  i got an letter that im been preselected to apply of a credit card of yours and when i try to apply online it gives me an error,-1,0,0,,
1660,@AskCiti  When the bank return from holiday? Dec 26 or Dec 27?,0,0,0,,
1661,@AskCiti I am unable to collect money send to me..,-1,0,0,,
1662,@AskCiti I need my money and live in US. US DHS and US govt and Indian and Thai govt and monarchy and many private are stealing my money,-1,0,0,,
1663,@AskCiti I've reported it stolen 12 yrs ago and twice since. It keeps showing up as being used in my credit report. I'm sick of this crap.,-3,0,1,,
1664,"@AskUSBank yes, please. I've never gotten a call.",0,0,0,,
1665,@AskUSBank  ok,0,0,0,,
1666,@AskUSBank @yvettelaurenbas,0,0,0,,
1667,@AskUSBank who do i talk to about a credit line increase?,0,0,0,,
1668,@AskUSBank no thanks plus my name isn't Rodney.,0,0,0,,
1669,"@AskUSBank Sure. Got up to 9 people and I'm told to allow 2 hours to reset but after 9 people, I don't have confidence it was taken care of",1,0,0,,
1670,@AskUSBank well I was just recently denied a credit increase from an already very low amt and WF increased mine w/o me even applying,0,0,0,,
1671,@AskUSBank it's okay I'll figure it out,0,0,0,,
1672,"@AskUSBank // Yes, I was helped. I just hate selecting ""fraud"" in the prompts but then having 2 transfers &amp; wasting 45 minutes to get there.",-2,0,1,,
1673,@AskUSBank no,0,0,0,,
1674,@AskUSBank Sure,0,0,0,,
1675,"@AskUSBank yes, but a lot longer than it should have",0,0,0,,
1676,@AskUSBank No thanks. Not in the mood for your patented by-the-book responses. Would prefer the bank be run properly in the first place.,2,1,0,,
1677,@AskUSBank what are you talking about,0,0,0,,
1678,@AskUSBank Ok.,0,0,0,,
1679,RT @AskUSBank: @ishflexin Sorry to hear this happened! If you need our help or have any questions on the dispute process please let us know‚Ä¶,-2,0,1,,
1680,@AskUSBank I got charged a fee for something that came through two days ago and you guys said it came through a day before that (not correct,1,0,0,,
1681,@AskUSBank I wish the ATM gave me the option to have receipts emailed to me,0,0,0,,
1682,@AskUSBank I will do that. Thank you.,1,0,0,,
1683,@AskUSBank Hello. If I am out of town is my brother able to deposit my paycheck into my account? He would have my account number. Thanks.,0,0,0,,
1684,"#LadiesNight Friday, 12-26-2014 #BlackOut @ #theHG : #2617 Washington : 314.223.6367 @BobKing314 @AskUSBank",0,0,0,,
1685,Seriously @PNCBank @PNCBank_Help your ATM is always broken!!!! Yet you charge us to use a teller?? Ridiculous,-2,0,1,,
1686,@AskCapitalOne unhelpful dm. Where's the money?,-1,0,0,,
1687,@AskCapitalOne credit card. Not possible to get through on the phone,0,0,0,,
1688,@VENTITNOW @AskCapitalOne 4 days after account restriction and still no effort to resolve #badservice #shameful #indifferent,-3,0,1,,
1689,@AskCapitalOne this is what I see What is the extra dollar for? The price was $52.89 then this dollar added http://t.co/sdS4Ab7Vym,0,0,0,,
1690,@AskCapitalOne Any word on providing an app for #WindowsPhone 8.1?,0,0,0,,
1691,"@AskCapitalOne will do,  thanks 4 the response.",0,0,0,,
1692,@AskCapitalOne I wouldn't have your card if you gave me a thousand dollars to do so.,0,0,0,,
1693,@AskCapitalOne I can't deposit checks on the iPhone app. It doesn't give me the option to take a picture of the back http://t.co/r6vIUhWCAV,0,0,0,,
1694,@AskCapitalOne why hasn't the Android app been updated to work with Lollipop (aka Android L or Android 5)?,1,0,0,,
1695,"@AskCapitalOne no problem, thanks guys",-1,0,0,,
1696,@AskCapitalOne it was quite late. Say 10pm,0,0,0,,
1697,"@AskCapitalOne hi guys, paid my account in full Friday night, when will it show up?",0,0,0,,
1698,"@AskCapitalOne 
Hi.Can i block someone from taking money out of my checking account?",0,0,0,,
1699,@askcapitalone what you doing.?,0,0,0,,
1700,"@AskCapitalOne 
Why is Capital One continuing to air the racist actor, Samuel L Jackson commercials? WGN America channel just aired one.",-1,0,0,,
1701,@AskCapitalOne Love you guys! #caponelove,1,0,0,,
1702,@AskCapitalOne wa,0,0,0,,
1703,@AskCapitalOne @Lokita169,0,0,0,,
1704,@AskCapitalOne why does it take so long to get your credit score up when a late payment does more damage?,-1,0,0,,
1705,RT @R2B2Walton: @AskCapitalOne HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA! Are you a f'ing bot?,0,0,0,,
1706,RT @R2B2Walton: @AskCapitalOne You might want to fix your website and test from outside your offices.,0,0,0,,
1707,@AskCapitalOne I think Al Sharpton should be your next spokesperson. Then you could lose all of your clients that actually pay their bills.,-1,0,0,,
1708,@AskCapitalOne I never received a return call regarding my fraudulent charges.,-1,0,0,,
1709,@AskCapitalOne @RodXTheXGod It's been a month bruh,0,0,0,,
